ポジション,属性,パラメータ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,フォーカスDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232,油谷 パーム,1,山,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2232,油谷 パーム,2,山,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2233,風祭 颯,1,風,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
2233,風祭 颯,2,風,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
2234,林藤 親貞,1,林,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
2234,林藤 親貞,2,林,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
2235,火流 将丸,1,火,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
2235,火流 将丸,2,火,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
2236,不動山 右膳,1,山,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
2236,不動山 右膳,2,山,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
2237,闇音 香恵羅,1,林,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
2237,闇音 香恵羅,2,林,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
2238,雷豪 光斗,1,風,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
2238,雷豪 光斗,2,風,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
2239,人狼 邦暁,1,火,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
2239,人狼 邦暁,2,火,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
2240,堀米 乱太,1,火,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
2240,堀米 乱太,2,火,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
2241,麻美 伊衣子,1,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2241,麻美 伊衣子,2,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2242,玄間 嬢子,1,火,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2242,玄間 嬢子,2,火,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2243,銀杯 尚央,1,山,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
2243,銀杯 尚央,2,山,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
2244,速星 常彰,1,風,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
2244,速星 常彰,2,風,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
2245,隠津島 小綾,1,林,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
2245,隠津島 小綾,2,林,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
2246,電算 機美,1,林,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
2246,電算 機美,2,林,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
2247,知能 測,1,山,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
2247,知能 測,2,山,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
2248,論理 的雄,1,風,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2248,論理 的雄,2,風,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2249,統計 解,1,林,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2249,統計 解,2,林,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2250,炉保手 楠美,1,風,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
2250,炉保手 楠美,2,風,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
2251,情報 整理,1,林,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2251,情報 整理,2,林,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2252,由良 風護,1,林,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
2252,由良 風護,2,林,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
2253,伊香具 是,1,風,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
2253,伊香具 是,2,風,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
2254,沖宮 敬乃,1,風,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
2254,沖宮 敬乃,2,風,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
2255,室生 由市,1,林,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2255,室生 由市,2,林,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2256,志磨 奈恵美,1,風,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
2256,志磨 奈恵美,2,風,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
2257,法界 葉香奈,1,林,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
2257,法界 葉香奈,2,林,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
2258,白鷲 乙弥,1,風,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2258,白鷲 乙弥,2,風,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2259,丹羽 麻浅,1,林,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
2259,丹羽 麻浅,2,林,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
2260,荒垣 裂空,1,風,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2260,荒垣 裂空,2,風,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2261,扇森 宗厚,1,火,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
2261,扇森 宗厚,2,火,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
2262,往馬 弥糸,1,山,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
2262,往馬 弥糸,2,山,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
2263,枚聞 楽衣奈,1,林,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
2263,枚聞 楽衣奈,2,林,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
2264,黄整 凪仁,1,林,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
2264,黄整 凪仁,2,林,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
2265,紫頭 隼太,1,風,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
2265,紫頭 隼太,2,風,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
2266,赤切 政辰,1,火,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
2266,赤切 政辰,2,火,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
2267,緑曲 安也,1,山,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
2267,緑曲 安也,2,山,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
2268,桃染 月羽,1,火,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2268,桃染 月羽,2,火,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2269,青剃 頼也,1,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2269,青剃 頼也,2,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2270,海神 永基,1,風,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
2270,海神 永基,2,風,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
2271,真柄 若佐,1,風,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
2271,真柄 若佐,2,風,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
2272,率川 桂牙,1,火,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
2272,率川 桂牙,2,火,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
2273,錦織 維子,1,風,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
2273,錦織 維子,2,風,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
2274,土岐 誠吾,1,山,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
2274,土岐 誠吾,2,山,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
2275,白幽 漂,1,風,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2275,白幽 漂,2,風,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2276,開地 惹句,1,火,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
2276,開地 惹句,2,火,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
2277,破我 力,1,火,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
2277,破我 力,2,火,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
2278,自由 主義,1,山,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
2278,自由 主義,2,山,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
2279,米夢 拡,1,風,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2279,米夢 拡,2,風,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2280,多民 集,1,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2280,多民 集,2,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2281,滋園田 平美,1,風,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2281,滋園田 平美,2,風,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2282,正義 真実,1,火,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2282,正義 真実,2,火,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2283,獅子谷 音目矢,1,林,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
2283,獅子谷 音目矢,2,林,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
2284,佐曽利 アン,1,火,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
2284,佐曽利 アン,2,火,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
2285,牡牛 羽乱,1,火,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
2285,牡牛 羽乱,2,火,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
2286,山羊村 相気,1,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2286,山羊村 相気,2,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2287,天秤 明日人,1,山,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
2287,天秤 明日人,2,山,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
2288,蟹江 亜留太,1,風,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
2288,蟹江 亜留太,2,風,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
2289,施条 真子,1,林,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2289,施条 真子,2,林,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2290,兵主 隊示,1,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2290,兵主 隊示,2,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2291,狙撃 手津雄,1,山,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
2291,狙撃 手津雄,2,山,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
2292,乱闘 争,1,風,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2292,乱闘 争,2,風,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2293,傘手 降,1,火,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2293,傘手 降,2,火,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2294,令官 司,1,火,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
2294,令官 司,2,火,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
2295,裁 切子,1,林,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
2295,裁 切子,2,林,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
2296,針山 マチヲ,1,火,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
2296,針山 マチヲ,2,火,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
2297,巻尺 李凡,1,山,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2297,巻尺 李凡,2,山,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2298,呪 念一,1,火,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
2298,呪 念一,2,火,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
2299,越賀 鉄昂,1,火,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2299,越賀 鉄昂,2,火,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2300,伊佐 平紀,1,風,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2300,伊佐 平紀,2,風,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
2301,方違 恵武,1,山,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
2301,方違 恵武,2,山,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
2302,富貴 礼一郎,1,林,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
2302,富貴 礼一郎,2,林,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
2303,岩成 意景,1,火,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2303,岩成 意景,2,火,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2304,白峰 虎一郎,1,火,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2304,白峰 虎一郎,2,火,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2305,石津 宗雅,1,風,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
2305,石津 宗雅,2,風,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
2306,唐崎 桐市,1,林,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
2306,唐崎 桐市,2,林,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
2307,志和 信沖,1,火,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2307,志和 信沖,2,火,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
2308,安宅 樹希,1,風,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
2308,安宅 樹希,2,風,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
2309,那谷 元起,1,林,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
2309,那谷 元起,2,林,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
2310,大覚 夜市,1,風,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
2310,大覚 夜市,2,風,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
